"0","000s:000ms:000us 374 ms"," CMD25(WRITE_MULTIPLE_BLOCK)","ARG:001B5388 CRC:07","SC:80","MMC:211.2MHz","Nrc:3",
"21840","022s:187ms:078us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21841","022s:187ms:198us 119 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:23725",
"21842","022s:187ms:198us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21843","022s:187ms:381us 182 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C6C48 CRC:68","SC:8","MMC:198.0MHz","Nrc:25",
"21844","022s:187ms:381us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21845","022s:187ms:459us 077 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:15357",
"21846","022s:187ms:459us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21847","022s:187ms:642us 183 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C6C58 CRC:71","SC:8","MMC:198.0MHz","Nrc:25",
"21848","022s:187ms:642us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21849","022s:187ms:717us 074 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:14783",
"21850","022s:187ms:717us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21851","022s:187ms:900us 182 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C6C90 CRC:1C","SC:32","MMC:211.2MHz","Nrc:25",
"21852","022s:187ms:900us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21853","022s:188ms:076us 175 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:34884",
"21854","022s:188ms:077us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21855","022s:188ms:264us 187 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C6D88 CRC:46","SC:104","MMC:198.0MHz","Nrc:25",
"21856","022s:188ms:265us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21857","022s:188ms:631us 365 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"21858","022s:188ms:631us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21859","022s:189ms:094us 463 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000C6DF8 CRC:09","SC:1400","MMC:211.2MHz","Nrc:25",
"21860","022s:189ms:095us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21861","022s:193ms:120us 004 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"21862","022s:193ms:121us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21863","022s:286ms:351us 093 ms"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00068F08 CRC:69","SC:136","MMC:198.0MHz","Nrc:25",
"21864","022s:286ms:352us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21865","022s:287ms:178us 826 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"21866","022s:287ms:178us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21867","022s:288ms:151us 973 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00473018 CRC:48","SC:8","MMC:198.0MHz","Nrc:25",
"21868","022s:288ms:152us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21869","022s:288ms:391us 239 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:47457",
"21870","022s:288ms:391us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21871","022s:288ms:569us 177 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00473010 CRC:00","SC:8","MMC:211.2MHz","Nrc:25",
"21872","022s:288ms:569us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21873","022s:288ms:686us 117 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:23217",
"21874","022s:288ms:687us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21875","022s:288ms:870us 183 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00473020 CRC:2B","SC:32","MMC:211.2MHz","Nrc:25",
"21876","022s:288ms:871us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21877","022s:289ms:011us 140 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:27776",
"21878","022s:289ms:011us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21879","022s:289ms:198us 187 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00473050 CRC:64","SC:24","MMC:198.0MHz","Nrc:25",
"21880","022s:289ms:198us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21881","022s:289ms:380us 181 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:36079",
"21882","022s:289ms:380us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21883","022s:289ms:692us 311 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00473008 CRC:51","SC:8","MMC:198.0MHz","Nrc:25",
"21884","022s:289ms:692us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21885","022s:289ms:781us 088 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:17540",
"21886","022s:289ms:781us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21887","022s:294ms:628us 004 ms"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00069460 CRC:0B","SC:32","MMC:198.0MHz","Nrc:25",
"21888","022s:294ms:628us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21889","022s:294ms:828us 200 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:39681",
"21890","022s:294ms:828us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21891","022s:295ms:883us 001 ms"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00069480 CRC:1C","SC:128","MMC:198.0MHz","Nrc:25",
"21892","022s:295ms:884us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21893","022s:296ms:339us 454 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:Over 64K Cycles",
"21894","022s:296ms:339us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21895","022s:296ms:949us 610 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00069500 CRC:56","SC:496","MMC:211.2MHz","Nrc:25",
"21896","022s:296ms:949us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21897","022s:298ms:422us 001 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:Over 64K Cycles",
"21898","022s:298ms:422us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21899","022s:303ms:049us 004 ms"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00040200 CRC:53","SC:8","MMC:198.0MHz","Nrc:25",
"21900","022s:303ms:050us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21901","022s:303ms:274us 224 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:44547",
"21902","022s:303ms:275us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21903","022s:303ms:476us 201 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00040210 CRC:4A","SC:72","MMC:198.0MHz","Nrc:25",
"21904","022s:303ms:476us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21905","022s:303ms:763us 286 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:56931",
"21906","022s:303ms:763us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21907","022s:303ms:971us 207 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00040260 CRC:05","SC:120","MMC:211.2MHz","Nrc:25",
"21908","022s:303ms:971us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21909","022s:304ms:401us 429 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:Over 64K Cycles",
"21910","022s:304ms:401us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21911","022s:304ms:607us 205 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000402E0 CRC:44","SC:32","MMC:198.0MHz","Nrc:25",
"21912","022s:304ms:608us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21913","022s:304ms:781us 172 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:34306",
"21914","022s:304ms:781us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21915","022s:305ms:217us 435 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00040198 CRC:5E","SC:8","MMC:198.0MHz","Nrc:25",
"21916","022s:305ms:217us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21917","022s:305ms:327us 109 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:21707",
"21918","022s:305ms:327us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21919","022s:305ms:503us 175 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000401A0 CRC:3D","SC:40","MMC:198.0MHz","Nrc:25",
"21920","022s:305ms:503us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21921","022s:305ms:718us 214 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:42626",
"21922","022s:305ms:718us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21923","022s:305ms:898us 179 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000401D0 CRC:72","SC:48","MMC:198.0MHz","Nrc:25",
"21924","022s:305ms:898us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21925","022s:306ms:085us 186 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:37067",
"21926","022s:306ms:085us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21927","022s:307ms:307us 001 ms"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00179B08 CRC:0E","SC:32","MMC:198.0MHz","Nrc:25",
"21928","022s:307ms:307us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21929","022s:307ms:640us 332 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"21930","022s:307ms:640us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21931","022s:308ms:090us 449 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00179B28 CRC:3C","SC:128","MMC:198.0MHz","Nrc:25",
"21932","022s:308ms:090us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21933","022s:308ms:540us 449 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:Over 64K Cycles",
"21934","022s:308ms:540us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21935","022s:308ms:760us 220 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00179BA8 CRC:7D","SC:512","MMC:211.2MHz","Nrc:25",
"21936","022s:308ms:761us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21937","022s:310ms:302us 001 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"21938","022s:310ms:302us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21939","022s:313ms:095us 002 ms"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00179DA8 CRC:47","SC:272","MMC:211.2MHz","Nrc:25",
"21940","022s:313ms:095us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21941","022s:313ms:942us 847 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:Over 64K Cycles",
"21942","022s:313ms:942us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21943","022s:322ms:114us 008 ms"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00069148 CRC:56","SC:32","MMC:211.2MHz","Nrc:25",
"21944","022s:322ms:114us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21945","022s:322ms:322us 208 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:41278",
"21946","022s:322ms:323us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21947","022s:324ms:006us 001 ms"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00069168 CRC:64","SC:128","MMC:211.2MHz","Nrc:25",
"21948","022s:324ms:006us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21949","022s:324ms:452us 445 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:Over 64K Cycles",
"21950","022s:324ms:452us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21951","022s:324ms:969us 516 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000691E8 CRC:25","SC:512","MMC:211.2MHz","Nrc:25",
"21952","022s:324ms:969us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21953","022s:326ms:477us 001 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:Over 64K Cycles",
"21954","022s:326ms:477us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21955","022s:326ms:728us 250 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000716A0 CRC:44","SC:32","MMC:198.0MHz","Nrc:25",
"21956","022s:326ms:729us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21957","022s:326ms:947us 218 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:43258",
"21958","022s:326ms:947us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21959","022s:327ms:767us 820 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:0006A130 CRC:1A","SC:136","MMC:198.0MHz","Nrc:25",
"21960","022s:327ms:768us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21961","022s:328ms:290us 522 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"21962","022s:328ms:290us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21963","022s:330ms:306us 002 ms"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00040408 CRC:21","SC:16","MMC:198.0MHz","Nrc:25",
"21964","022s:330ms:306us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21965","022s:330ms:504us 197 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:39186",
"21966","022s:330ms:504us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21967","022s:330ms:900us 396 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00040430 CRC:42","SC:216","MMC:211.2MHz","Nrc:25",
"21968","022s:330ms:900us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21969","022s:331ms:584us 683 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:Over 64K Cycles",
"21970","022s:331ms:584us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21971","022s:332ms:001us 416 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:005A2C90 CRC:21","SC:8","MMC:198.0MHz","Nrc:25",
"21972","022s:332ms:001us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21973","022s:332ms:180us 179 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:35538",
"21974","022s:332ms:180us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21975","022s:334ms:681us 002 ms"," CMD18(READ_MULTIPLE_BLOCK)","ARG:002B5400 CRC:20","SC:8","MMC:198.0MHz","Nrc:25",
"21976","022s:334ms:681us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21977","022s:334ms:858us 176 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:35071",
"21978","022s:334ms:858us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21979","022s:342ms:987us 008 ms"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00060AC8 CRC:38","SC:32","MMC:211.2MHz","Nrc:25",
"21980","022s:342ms:987us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21981","022s:343ms:195us 207 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:41233",
"21982","022s:343ms:195us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21983","022s:344ms:553us 001 ms"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000638A0 CRC:7B","SC:2048","MMC:211.2MHz","Nrc:25",
"21984","022s:344ms:553us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21985","022s:350ms:379us 005 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"21986","022s:350ms:379us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21987","022s:350ms:674us 294 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000640A0 CRC:05","SC:8","MMC:198.0MHz","Nrc:25",
"21988","022s:350ms:674us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21989","022s:350ms:781us 107 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:21286",
"21990","022s:350ms:782us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21991","022s:351ms:078us 296 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00064648 CRC:60","SC:32","MMC:198.0MHz","Nrc:25",
"21992","022s:351ms:078us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21993","022s:351ms:286us 207 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:41251",
"21994","022s:351ms:287us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21995","022s:352ms:671us 001 ms"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000656F0 CRC:7B","SC:2048","MMC:198.0MHz","Nrc:25",
"21996","022s:352ms:671us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"21997","022s:358ms:511us 005 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"21998","022s:358ms:511us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"21999","022s:358ms:817us 305 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00065EF0 CRC:23","SC:8","MMC:198.0MHz","Nrc:25",
"22000","022s:358ms:817us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"22001","022s:358ms:906us 089 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:17634",
"22002","022s:358ms:907us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"22003","022s:359ms:206us 298 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000E3E80 CRC:19","SC:768","MMC:198.0MHz","Nrc:25",
"22004","022s:359ms:206us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"22005","022s:361ms:584us 002 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"22006","022s:361ms:585us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"22007","022s:361ms:820us 235 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000E4280 CRC:4B","SC:640","MMC:211.2MHz","Nrc:25",
"22008","022s:361ms:820us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"22009","022s:363ms:706us 001 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"22010","022s:363ms:706us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"22011","022s:363ms:941us 234 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000E4580 CRC:7A","SC:128","MMC:198.0MHz","Nrc:25",
"22012","022s:363ms:941us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"22013","022s:364ms:382us 441 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:Over 64K Cycles",
"22014","022s:364ms:383us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"22015","022s:364ms:590us 207 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000E4628 CRC:5C","SC:96","MMC:211.2MHz","Nrc:25",
"22016","022s:364ms:591us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"22017","022s:364ms:947us 356 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"22018","022s:364ms:947us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"22019","022s:365ms:138us 190 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000E5CC8 CRC:3C","SC:32","MMC:211.2MHz","Nrc:25",
"22020","022s:365ms:139us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"22021","022s:365ms:351us 212 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:42056",
"22022","022s:365ms:351us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"22023","022s:365ms:538us 187 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000E5D40 CRC:3E","SC:16","MMC:198.0MHz","Nrc:25",
"22024","022s:365ms:539us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"22025","022s:365ms:635us 096 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:19148",
"22026","022s:365ms:636us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"22027","022s:365ms:835us 199 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000E3C00 CRC:4E","SC:512","MMC:198.0MHz","Nrc:25",
"22028","022s:365ms:835us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"22029","022s:367ms:336us 001 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"22030","022s:367ms:336us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"22031","022s:367ms:624us 287 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00064668 CRC:52","SC:2048","MMC:211.2MHz","Nrc:25",
"22032","022s:367ms:624us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"22033","022s:373ms:411us 005 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"22034","022s:373ms:411us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"22035","022s:373ms:749us 337 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:00064E68 CRC:0A","SC:2048","MMC:198.0MHz","Nrc:25",
"22036","022s:373ms:749us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"22037","022s:379ms:517us 005 ms"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:198.0MHz","Nrc:Over 64K Cycles",
"22038","022s:379ms:517us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"22039","022s:379ms:794us 276 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000E2200 CRC:15","SC:8","MMC:198.0MHz","Nrc:25",
"22040","022s:379ms:794us 000 us","  R1 ","RSP:1200000900D3 [47:0]","-","MMC:-","Ncr:10",
"22041","022s:379ms:947us 152 us"," CMD12(STOP_TRANSMISSION)","ARG:00000000 CRC:30","-","MMC:211.2MHz","Nrc:30225",
"22042","022s:379ms:947us 000 us","  R1b","RSP:0C00000B007F [47:0]","-","MMC:-","Ncr:6",
"22043","022s:380ms:167us 219 us"," CMD18(READ_MULTIPLE_BLOCK)","ARG:000E4750 CRC:50","SC:40","MMC:198.0MHz","Nrc:25",
